cz23302,"Douglas, IL",60955
cz20302,"Claremont, NH & VT",49369
cz11402,"Marinette, MI & WI",44926
cz20200,"Burlington, VT",39600
cz13800,"Wayne, IN",38979
cz12800,"Washington, IN",38774
cz13102,"Madison, IN & KY",38325
cz23301,"Charleston, IL",38089
cz11304,"Washington DC, DC & MD & VA",38068
cz20600,"Manchester, ME & NH",37930
cz22400,"Sheboygan, WI",37650
cz16100,"State College, PA",37390
cz20001,"Bangor, ME",37106
cz14300,"Columbus, IN",37051
cz20500,"Boston, MA",36704
cz12001,"Big Rapids, MI",36632
cz15300,"Parkersburg, OH & WV",36186
cz4401,"London, KY",36066
cz20700,"Keene, NH & VT",35030
cz20401,"Providence, MA & RI",34684
cz11301,"Fredericksburg, VA",34397
cz19500,"Toms River, NJ",34186
cz4502,"Hazard, KY",34171
cz19400,"New York, NY",34165
cz15800,"Athens, OH & WV",34162
cz18700,"Sunbury, PA",34078
cz20901,"Bridgeport, CT",33989
cz19600,"Newark, NJ & NY",33749
cz11401,"Marquette, MI",33652
cz12902,"Mount Sterling, KY",33346
cz11800,"Mount Pleasant, MI",33304
cz23400,"Bloomington, IL",33257
cz19000,"Allentown, PA",33136
cz17502,"Winchester, VA & WV",33104
cz14600,"Bloomington, IN",33071
cz20100,"Portland, ME",32975
cz18400,"Plattsburgh, NY",32732
cz18800,"Scranton, PA",32726
cz13000,"Elizabethtown, KY",32706
cz19300,"Poughkeepsie, NY",32693
cz16702,"Morgantown, WV",32608
cz17200,"Harrisonburg, VA & WV",32419
cz13502,"Defiance, OH",32068
cz18600,"Albany, NY",31982
cz12301,"Traverse City, MI",31857
cz18500,"Amsterdam, NY",31611
cz11203,"Big Stone Gap, VA",31554
cz22500,"Oshkosh, WI",31543
cz20800,"Springfield, MA",31534
cz12702,"Maysville, KY",30896
cz11700,"Lansing, MI",30864
cz301,"Middlesborough, KY & TN",30700
cz20902,"Pittsfield, MA & VT",30700
cz13900,"Center, IN",30686
cz19800,"Wilmington, DE & MD",30681
cz17000,"Pikeville, KY & WV",30616
cz4402,"Richmond, KY",30584
cz19100,"Reading, PA",30581
cz18201,"Olean, NY & PA",30539
cz18300,"Watertown, NY",30433
cz11302,"Baltimore, MD",30381
cz2400,"Richmond, VA",30334
cz18100,"Elmira, NY & PA",30282
cz2500,"Newport News, VA",30271
cz16901,"Charleston, WV",30157
cz25602,"Harrisburg, IL",30131
cz17900,"Union, NY & PA",30004
cz14400,"Terre Haute, IN",29917
cz11303,"Colonial Beach, VA",29781
cz5402,"Glasgow, KY & TN",29760
cz17501,"Cumberland, MD & WV",29723
cz14500,"Lafayette, IL & IN",29690
cz17400,"Hagerstown, MD & PA & WV",29589
cz19700,"Philadelphia, NJ & PA",29520
cz4602,"Somerset, KY & TN",29374
cz2000,"Virginia Beach, NC & VA",29284
cz15600,"Wheeling, OH & WV",29261
cz16600,"Roanoke, VA & WV",29141
cz1701,"Raleigh, NC",29057
cz22601,"Green Bay, WI",29046
cz17600,"Charlottesville, VA",29011
cz8701,"Hinesville, GA",28984
cz5600,"Nashville, TN",28945
cz2200,"South Boston, VA",28900
cz17300,"Staunton, VA",28788
cz5700,"Tullahoma, TN",28729
cz11202,"Welch, WV",28679
cz14900,"Gary, IN",28559
cz8202,"Charleston, SC",28513
cz6200,"Florence, AL & TN",28460
cz19200,"Harrisburg, PA",28431
cz9100,"Atlanta, GA",28369
cz17100,"Huntington, KY & OH & WV",28359
cz5500,"Columbia, TN",28355
cz6502,"Cleveland, TN",28347
cz6302,"Cookeville, TN",28343
cz402,"Martinsville, VA",28263
cz2300,"Lynchburg, VA",28227
cz19901,"Dover, DE & MD",28214
cz16300,"Pittsburgh, PA",28186
cz4601,"Campbellsville, KY",28179
cz6000,"Huntsville, AL & TN",28089
cz18000,"Buffalo, NY",28070
cz15900,"Columbus, OH",28052
cz14200,"Indianapolis, IN",28047
cz11600,"Detroit, MI",28001
cz5401,"Bowling Green, KY",27926
cz17700,"Syracuse, NY",27908
cz24300,"Chicago, IL",27897
cz200,"Morristown, TN",27893
cz16801,"Beckley, WV",27670
cz11500,"Jackson, MI",27663
cz24200,"Bourbonnais, IL",27649
cz16200,"Altoona, PA",27587
cz17800,"Oneonta, NY",27576
cz100,"Johnson City, TN & VA",27563
cz25401,"Paducah, IL & KY",27557
cz5900,"Clarksville, KY & TN",27509
cz5800,"Dickson, TN",27507
cz12701,"Cincinnati, KY & OH",27303
cz19902,"Easton, MD",27289
cz601,"North Wilkesboro, NC",27288
cz13103,"Bardstown, KY",27272
cz8401,"Aiken, GA & SC",27270
cz13300,"Findlay, OH",27270
cz1002,"Morganton, NC",27202
cz12600,"Wayne, IN",27163
cz13101,"Louisville, IN & KY",27146
cz8100,"Columbia, SC",27114
cz12903,"Danville, KY",27111
cz12501,"Dayton, OH",27101
cz10700,"Birmingham, AL",27038
cz12100,"Kalamazoo, MI",27028
cz401,"Winston-Salem, NC",26984
cz900,"Charlotte, NC & SC",26947
cz500,"Greensboro, NC & VA",26880
cz7600,"Jacksonville, FL & GA",26864
cz10600,"Jasper, AL",26864
cz8300,"Greenville, SC",26863
cz9400,"Gainesville, GA",26839
cz24100,"Milwaukee, WI",26731
cz16000,"Mansfield, OH",26728
cz1400,"Fayetteville, NC",26683
cz15200,"Cleveland, OH",26628
cz10900,"Pensacola, FL",26610
cz1900,"Jacksonville, NC",26578
cz15000,"Canton, OH",26571
cz25200,"Henderson, KY",26558
cz14700,"Evansville, IL & IN",26539
cz10000,"Panama City, FL",26523
cz8000,"Sumter, SC",26469
cz15700,"Scioto, OH",26439
cz12502,"Washington Court House, OH",26352
cz1800,"Goldsboro, NC",26308
cz23500,"Decatur, IL",26285
cz14000,"Muncie, IN",26207
cz11900,"Saginaw, MI",26176
cz13400,"Lima, OH",26156
cz9701,"Columbus, AL & GA",26092
cz24000,"Kenosha, WI",26074
cz19903,"Chincoteague, VA",26060
cz6401,"Chattanooga, GA & TN",26040
cz302,"Knoxville, TN",26025
cz1600,"Wilson, NC",26021
cz9800,"Auburn, AL",26016
cz4901,"Jackson, TN",25992
cz8900,"Macon, GA",25955
cz12901,"Lexington-Fayette, KY",25844
cz25500,"Centralia, IL",25829
cz700,"Spartanburg, NC & SC",25731
cz8800,"Savannah, GA & SC",25721
cz13501,"Toledo, MI & OH",25698
cz1702,"Henderson, NC",25685
cz18900,"Williamsport, PA",25619
cz14100,"Fort Wayne, IN",25598
cz9900,"Tallahassee, FL",25592
cz13700,"Concord, IN & MI",25545
cz13600,"South Bend, IN & MI",25536
cz16400,"Youngstown, OH & PA",25508
cz2600,"Roanoke Rapids, NC & VA",25475
cz6100,"Gadsden, AL",25438
cz1500,"Wilmington, NC",25406
cz800,"Gastonia, NC",25360
cz2700,"Gulfport, MS",25349
cz1203,"Asheville, NC",25340
cz12200,"Grand Rapids, MI",25022
cz9301,"Winder, GA",24977
cz15100,"Lorain, OH",24954
cz6600,"Rome, AL & GA",24901
cz11201,"Bluefield, VA & WV",24824
cz2100,"Washington, NC",24823
cz9500,"Talladega, AL",24823
cz15500,"Steubenville, OH & WV",24748
cz11101,"Montgomery, AL",24692
cz10302,"Dothan, AL",24688
cz10801,"Tuscaloosa, AL",24680
cz25300,"Union City, KY & TN",24652
cz9600,"LaGrange, AL & GA",24609
cz6301,"McMinnville, TN",24554
cz11001,"Mobile, AL",24526
cz7900,"Gainesville, FL",24522
cz16500,"Erie, NY & PA",24447
cz602,"Galax, NC & VA",24335
cz8602,"Brunswick, GA",24295
cz9002,"Milledgeville, GA",24284
cz10400,"Meridian, MS",24214
cz1302,"Florence, SC",24208
cz13200,"Owensboro, KY",24207
cz9302,"Toccoa, GA",24086
cz1100,"Hickory, NC",24064
cz9003,"Dublin, GA",24015
cz4903,"Lexington, TN",24004
cz8201,"Barnwell, SC",23935
cz10102,"Thomasville, GA",23917
cz10802,"Demopolis, AL",23914
cz10502,"Starkville, MS",23838
cz10101,"Bainbridge, GA",23811
cz7700,"Lake City, FL",23768
cz11002,"Atmore, AL",23499
cz5000,"Tupelo, MS",23489
cz15400,"Zanesville, OH",23486
cz8601,"Waycross, GA",23460
cz8402,"Washington, GA",23428
cz11102,"Troy, AL",23408
cz2800,"Laurel, MS",23397
cz9001,"Vidalia, GA",23342
cz8702,"Statesboro, GA",23313
cz10200,"Albany, GA",23252
cz9200,"Griffin, GA",23063
cz10501,"Columbus, AL & MS",23002
cz8503,"Valdosta, GA",22768
cz1301,"Bennettsville, SC",22643
cz6402,"Crossville, TN",22224
cz10301,"Eufaula, AL & GA",21996
cz5100,"Corinth, MS & TN",21944
cz9702,"Americus, GA",21791
cz8501,"Fitzgerald, GA",21625
cz12402,"Grayling charter, MI",20835
cz14802,"Vincennes, IL & IN",20692
cz8502,"Cordele, GA",20193
cz25402,"Murray, KY",20078
cz12401,"Alpena, MI",19246
cz1202,"Sylva, NC",0
cz20002,"Calais, ME",0
cz12002,"Ludington, MI",0
cz11403,"Sault Ste. Marie, MI",0
cz20003,"Presque Isle, ME",0
cz22602,"Shawano, WI",0
cz21004,"Rhinelander, WI",0
cz12302,"Petoskey, MI",0
cz1201,"Franklin, GA & NC",0
cz4501,"West Liberty, KY",0
cz14801,"Olney, IL",0
cz20301,"Berlin, NH & VT",0
cz6501,"Ellijay, GA",0
cz1204,"Andrews, GA & NC",0
cz16703,"Buckhannon, WV",0
cz20403,"Oak Bluffs, MA",0
cz16802,"Summersville, WV",0
cz16902,"Spencer, WV",0
cz1001,"Boone, NC & TN",0
cz18202,"St. Marys, PA",0
cz16701,"Elkins, WV",0
cz20402,"Nantucket, MA",0
